PartidoID,Fecha,EquipoLocalID,EquipoVisitID,GolesLocal,GolesVisit,Tiros Local,Tiros Visit,Tiros a puerta Local,Tiros a puerta Visit,Posesion Local,Posesion Visit,Pases Local,Pases Visit,Precision de pases Local,Precision de pases Visit,Faltas Local,Faltas Visit,Tarjetas amarillas Local,Tarjetas amarillas Visit,Tarjetas rojas Local,Tarjetas rojas Visit,Fueras de juego Local,Fueras de juego Visit,Saques de esquina Local,Saques de esquina Visit
22-23-163,6/11/22,ALBACETE,LEVANTE,2,3,13,13,2,3,0.52,0.48,430,414,0.8,0.81,13,11,4,4,0,0,1,0,4,1
22-23-164,7/11/22,LUGO,CARTAGENA,1,1,12,14,5,5,0.34,0.66,228,458,0.61,0.8,12,16,2,2,1,1,0,2,4,10
22-23-165,18/11/22,GRANADA,ALBACETE,4,0,23,2,7,1,0.74,0.26,513,194,0.88,0.64,18,14,3,2,0,2,2,2,7,1
22-23-166,19/11/22,PONFERRADINA,OVIEDO,1,1,8,10,3,3,0.73,0.27,677,253,0.83,0.6,14,9,3,3,0,0,0,4,4,1
22-23-167,19/11/22,GIJON,LEGANES,2,2,14,9,6,5,0.46,0.54,376,455,0.81,0.83,18,7,2,2,0,0,6,0,3,3
22-23-168,19/11/22,TENERIFE,HUESCA,2,0,17,5,6,2,0.46,0.54,308,362,0.74,0.81,17,12,3,3,0,0,2,1,10,5
22-23-169,19/11/22,ZARAGOZA,MALAGA,1,1,17,4,9,3,0.77,0.23,454,398,0.82,0.76,9,17,2,2,0,1,0,1,,
22-23-170,20/11/22,VILLARREALB,IBIZA,1,0,14,10,11,2,0.59,0.41,422,291,0.81,0.75,17,26,0,5,1,0,0,2,7,4
22-23-171,20/11/22,ANDORRA,LUGO,4,0,22,8,9,5,0.75,0.25,610,207,0.87,0.57,11,7,0,0,0,0,1,1,10,2
22-23-172,20/11/22,SANTANDER,BURGOS,0,1,12,10,3,5,0.56,0.44,429,351,0.83,0.77,13,13,2,3,1,0,0,1,5,3
22-23-173,20/11/22,EIBAR,ALAVES,0,0,11,8,0,0,0.59,0.41,504,362,0.76,0.64,10,11,0,1,0,0,5,0,4,4
22-23-174,20/11/22,LEVANTE,PALMAS,1,1,7,17,2,5,0.37,0.63,298,511,0.73,0.85,25,15,3,3,0,0,2,1,3,8
22-23-175,21/11/22,MIRANDES,CARTAGENA,2,1,10,14,3,4,0.39,0.61,357,547,0.78,0.84,14,11,2,2,0,0,1,5,3,6
22-23-176,25/11/22,HUESCA,GIJON,0,0,6,13,1,2,0.48,0.52,329,355,0.69,0.7,12,11,5,2,0,0,3,4,5,5
22-23-177,26/11/22,ALAVES,VILLARREALB,2,0,13,8,4,1,0.47,0.53,359,433,0.77,0.78,12,10,2,4,0,1,1,0,7,1
22-23-178,26/11/22,MALAGA,PONFERRADINA,1,0,10,13,3,2,0.44,0.56,378,475,0.78,0.78,10,19,1,5,0,0,1,2,5,5
22-23-179,26/11/22,ALBACETE,SANTANDER,2,1,4,10,3,3,0.54,0.46,415,383,0.76,0.74,18,18,5,4,0,2,1,1,7,7
22-23-180,26/11/22,OVIEDO,MIRANDES,1,0,9,8,5,0,0.34,0.66,299,581,0.67,0.82,15,13,2,1,0,0,3,1,4,3
22-23-181,26/11/22,PALMAS,TENERIFE,3,1,10,2,7,1,0.69,0.31,570,256,0.86,0.68,22,14,4,2,0,0,0,4,5,1
22-23-182,27/11/22,BURGOS,ZARAGOZA,2,2,11,10,3,4,0.56,0.44,435,345,0.79,0.74,4,10,3,2,0,1,4,2,5,5
22-23-183,27/11/22,LEGANES,GRANADA,1,0,12,3,2,1,0.64,0.36,498,273,0.79,0.61,16,10,6,2,0,1,1,3,6,4
22-23-184,27/11/22,LUGO,LEVANTE,1,1,11,13,3,2,0.3,0.7,226,506,0.61,0.83,10,10,3,3,0,0,2,2,5,11
22-23-185,27/11/22,CARTAGENA,EIBAR,2,1,16,13,5,6,0.61,0.39,502,325,0.8,0.73,9,18,2,4,0,0,1,1,4,7
22-23-186,28/11/22,IBIZA,ANDORRA,0,1,13,10,5,2,0.36,0.64,309,572,0.76,0.86,14,18,3,5,2,0,1,4,8,4
22-23-187,30/11/22,TENERIFE,OVIEDO,0,1,26,5,4,2,0.74,0.26,525,193,0.83,0.53,7,22,1,3,0,0,0,0,15,4
22-23-188,2/12/22,GRANADA,ALAVES,3,1,10,3,7,2,0.78,0.22,684,195,0.88,0.58,9,14,3,6,0,1,2,3,4,2
22-23-189,3/12/22,ZARAGOZA,IBIZA,2,1,10,1,5,0,0.60,0.40,419,350,0.72,0.66,10,9,0,0,0,0,2,0,6,6
22-23-190,3/12/22,MIRANDES,ALBACETE,4,2,19,14,6,6,0.48,0.52,357,376,0.72,0.76,18,13,4,2,0,0,0,4,7,5
22-23-191,3/12/22,GIJON,PALMAS,0,1,8,6,1,1,0.42,0.58,363,526,0.73,0.82,18,11,5,0,0,0,5,1,4,3
22-23-192,3/12/22,VILLARREALB,LEGANES,0,0,5,15,1,3,0.58,0.42,523,368,0.83,0.8,19,12,3,4,0,0,3,3,3,9
22-23-193,4/12/22,ANDORRA,CARTAGENA,0,1,25,2,10,2,0.69,0.31,635,282,0.9,0.76,11,19,1,1,0,0,1,5,6,0
22-23-194,4/12/22,SANTANDER,LUGO,0,1,13,15,6,5,0.54,0.46,409,351,0.80,0.74,8,11,0,4,0,0,2,1,11,2
22-23-195,4/12/22,EIBAR,HUESCA,2,1,13,7,5,3,0.67,0.33,509,255,0.81,0.61,15,15,5,5,0,0,1,3,9,5
22-23-196,4/12/22,LEVANTE,MALAGA,1,0,17,13,4,6,0.59,0.41,496,348,0.81,0.74,20,13,0,3,0,0,3,3,6,4
22-23-197,5/12/22,PONFERRADINA,BURGOS,1,2,10,8,3,4,0.66,0.34,597,322,0.86,0.79,7,5,1,0,0,0,0,2,6,0
22-23-198,6/12/22,LEGANES,MIRANDES,2,2,13,9,4,3,0.52,0.48,413,395,0.79,0.76,13,13,3,2,0,1,1,3,2,2
22-23-199,6/12/22,OVIEDO,PALMAS,0,0,11,6,5,1,0.41,0.59,315,468,0.73,0.79,16,14,2,1,0,1,5,2,3,4
22-23-200,6/12/22,ALBACETE,ZARAGOZA,0,0,10,10,3,4,0.41,0.59,382,547,0.76,0.84,7,10,0,2,0,0,3,1,7,4
22-23-201,7/12/22,CARTAGENA,VILLARREALB,0,1,14,14,3,4,0.53,0.47,475,434,0.82,0.78,17,10,1,3,0,0,3,0,5,3
22-23-202,7/12/22,HUESCA,ANDORRA,1,0,8,6,3,0,0.27,0.73,229,629,0.69,0.86,19,15,3,2,1,1,4,1,4,1
22-23-203,7/12/22,TENERIFE,ALAVES,2,1,8,7,3,1,0.49,0.51,357,344,0.78,0.76,19,12,3,2,0,0,1,0,4,6
22-23-204,8/12/22,BURGOS,EIBAR,1,2,7,17,3,5,0.35,0.65,313,548,0.68,0.82,4,12,4,2,0,0,0,1,2,7
22-23-205,8/12/22,LUGO,GIJON,0,1,14,10,1,2,0.53,0.47,243,211,0.72,0.73,10,15,2,2,0,1,1,0,7,2
22-23-206,8/12/22,LEVANTE,PONFERRADINA,0,0,19,3,7,0,0.63,0.37,572,338,0.88,0.72,6,12,4,2,0,0,2,1,7,6
22-23-207,8/12/22,IBIZA,SANTANDER,1,0,7,7,4,4,0.61,0.39,364,238,0.78,0.60,22,13,1,2,0,1,3,2,3,6
22-23-208,8/12/22,MALAGA,GRANADA,1,1,13,18,5,9,0.41,0.59,342,496,0.72,0.83,15,13,4,3,0,0,3,0,5,4
22-23-209,10/12/22,VILLARREALB,TENERIFE,2,2,8,10,3,4,0.59,0.41,503,360,0.83,0.78,14,19,2,3,0,0,0,2,3,2
22-23-210,10/12/22,ANDORRA,LEGANES,1,1,14,5,5,3,0.61,0.39,527,337,0.85,0.78,11,14,2,3,0,0,0,2,3,2
22-23-211,10/12/22,ZARAGOZA,HUESCA,3,0,6,9,3,1,0.48,0.52,297,303,0.7,0.77,11,14,1,3,0,0,3,4,6,13
22-23-212,11/12/22,IBIZA,MALAGA,1,1,4,7,3,4,0.46,0.54,310,340,0.69,0.71,14,18,3,2,0,0,2,3,4,8
22-23-213,11/12/22,GIJON,CARTAGENA,0,0,19,7,7,1,0.46,0.54,412,480,0.78,0.8,21,9,3,2,0,0,1,0,3,4
22-23-214,11/12/22,PONFERRADINA,LUGO,1,0,10,4,3,1,0.46,0.54,404,444,0.72,0.75,16,11,2,3,1,0,1,3,1,4
22-23-215,11/12/22,GRANADA,BURGOS,1,0,14,11,4,5,0.56,0.44,418,325,0.82,0.73,8,18,6,3,0,1,3,7,4,6
22-23-216,11/12/22,EIBAR,OVIEDO,1,0,9,9,2,0,0.63,0.37,592,356,0.79,0.64,8,12,2,0,0,0,2,1,6,4
22-23-217,11/12/22,PALMAS,ALBACETE,1,2,24,12,11,7,0.69,0.31,548,245,0.88,0.66,13,16,3,3,0,0,2,3,9,5
22-23-218,11/12/22,SANTANDER,MIRANDES,1,2,12,6,5,4,0.54,0.46,415,367,0.74,0.73,9,11,0,0,0,0,4,1,8,2
22-23-219,12/12/22,ALAVES,LEVANTE,0,2,11,7,1,5,0.49,0.51,393,409,0.76,0.76,21,15,3,3,1,0,3,3,6,2
22-23-220,16/12/22,TENERIFE,ANDORRA,1,1,9,7,5,2,0.28,0.72,237,639,0.73,0.9,14,18,2,2,0,0,1,0,6,4
22-23-221,17/12/22,MIRANDES,PONFERRADINA,2,1,8,15,5,2,0.41,0.59,350,489,0.79,0.85,9,13,1,4,1,0,3,4,6,1
22-23-222,17/12/22,LUGO,GRANADA,1,0,8,8,1,3,0.36,0.64,309,534,0.67,0.81,19,9,4,3,0,1,2,2,1,8
22-23-223,17/12/22,VILLARREALB,PALMAS,0,1,10,8,4,4,0.65,0.35,477,254,0.84,0.69,17,9,5,3,0,1,5,1,6,7
22-23-224,17/12/22,CARTAGENA,SANTANDER,0,3,13,8,2,4,0.67,0.33,497,255,0.84,0.69,27,17,5,2,0,0,2,1,5,5
22-23-225,17/12/22,OVIEDO,GIJON,1,0,4,12,1,3,0.44,0.56,167,240,0.56,0.70,15,20,2,3,0,0,2,0,4,2
22-23-226,18/12/22,ALBACETE,IBIZA,4,0,9,11,4,3,0.52,0.48,356,336,0.75,0.75,17,13,1,4,0,0,2,1,5,2
22-23-227,18/12/22,BURGOS,HUESCA,1,1,17,10,5,2,0.65,0.35,467,243,0.81,0.65,8,17,2,4,0,0,3,3,5,11
22-23-228,18/12/22,LEVANTE,EIBAR,0,0,13,5,3,1,0.58,0.42,508,377,0.83,0.75,12,9,0,2,0,0,1,5,11,4
22-23-229,18/12/22,MALAGA,ALAVES,1,0,7,10,4,2,0.48,0.52,348,355,0.74,0.76,18,19,2,3,0,0,3,3,1,3
22-23-230,19/12/22,LEGANES,ZARAGOZA,2,1,6,7,4,2,0.53,0.47,472,419,0.81,0.76,9,12,3,2,0,1,2,1,6,2
22-23-231,6/1/23,PONFERRADINA,VILLARREALB,2,1,15,5,6,3,0.47,0.53,445,485,0.82,0.82,14,8,3,0,0,1,1,2,5,3
22-23-232,6/1/23,GIJON,LEVANTE,1,1,7,14,2,3,0.42,0.58,382,512,0.75,0.83,9,13,4,3,0,0,3,1,3,7
22-23-233,6/1/23,LEGANES,LUGO,1,0,11,7,4,1,0.64,0.36,475,281,0.8,0.69,15,14,3,3,0,0,3,1,9,1
22-23-234,7/1/23,ANDORRA,OVIEDO,3,1,11,8,6,3,0.75,0.25,688,222,0.88,0.68,9,16,1,3,0,0,0,3,3,3
22-23-235,7/1/23,MALAGA,TENERIFE,1,1,17,4,4,1,0.58,0.42,498,378,0.82,0.72,8,13,2,5,0,0,1,1,3,2
22-23-236,7/1/23,ALAVES,BURGOS,1,0,23,3,7,3,0.63,0.37,386,239,0.76,0.62,15,11,5,5,0,0,2,5,13,2
22-23-237,8/1/23,GRANADA,CARTAGENA,1,0,15,7,6,2,0.49,0.51,379,386,0.78,0.73,21,14,0,3,1,1,0,4,9,5
22-23-238,8/1/23,ZARAGOZA,MIRANDES,0,0,17,12,4,6,0.63,0.37,546,330,0.84,0.74,8,16,2,1,0,0,0,1,3,5
22-23-239,8/1/23,PALMAS,SANTANDER,1,1,18,9,2,3,0.69,0.31,637,285,0.89,0.74,13,13,2,5,0,0,3,2,8,2
22-23-240,8/1/23,EIBAR,IBIZA,1,0,10,8,7,5,0.68,0.32,625,283,0.82,0.68,10,11,2,4,0,0,1,2,4,2
22-23-241,9/1/23,HUESCA,ALBACETE,1,1,13,15,2,5,0.41,0.59,302,440,0.72,0.79,13,14,1,1,0,0,1,2,5,6
22-23-242,13/1/23,OVIEDO,ALAVES,1,0,10,10,2,1,0.39,0.61,267,433,0.68,0.78,8,16,2,4,0,1,2,0,6,5
22-23-243,14/1/23,CARTAGENA,HUESCA,0,0,15,4,4,1,0.69,0.31,532,239,0.84,0.66,12,11,2,2,0,0,2,0,7,3
22-23-244,14/1/23,IBIZA,PALMAS,1,2,13,14,5,6,0.23,0.77,199,675,0.63,0.87,14,9,3,3,1,0,5,2,5,4
22-23-245,14/1/23,VILLARREALB,ZARAGOZA,2,3,10,7,4,3,0.51,0.49,413,396,0.82,0.82,13,22,3,2,0,0,2,3,2,5
22-23-246,14/1/23,TENERIFE,PONFERRADINA,0,0,16,1,3,0,0.55,0.45,431,371,0.8,0.74,14,15,1,6,0,0,2,0,8,1
22-23-247,14/1/23,SANTANDER,GIJON,2,0,16,19,10,6,0.37,0.63,206,373,0.67,0.75,12,16,2,4,0,0,0,2,1,13
22-23-248,14/1/23,LEVANTE,GRANADA,3,1,13,8,5,4,0.45,0.55,374,458,0.79,0.81,17,12,0,0,0,0,4,0,7,1
22-23-249,15/1/23,EIBAR,MALAGA,2,1,17,7,7,3,0.54,0.46,553,472,0.82,0.76,8,10,2,2,0,0,1,3,4,1
22-23-250,15/1/23,MIRANDES,LUGO,2,0,16,8,3,1,0.49,0.51,431,437,0.75,0.79,6,18,1,1,1,0,0,2,7,2
22-23-251,15/1/23,BURGOS,ANDORRA,2,1,10,15,3,7,0.31,0.69,276,598,0.77,0.87,10,9,2,1,0,0,5,0,3,11
22-23-252,16/1/23,ALBACETE,LEGANES,1,0,15,7,5,1,0.44,0.56,366,456,0.65,0.76,13,10,3,4,0,1,2,0,5,2
22-23-253,20/1/23,PALMAS,MIRANDES,2,1,20,3,7,2,0.68,0.32,620,301,0.86,0.69,14,12,4,5,0,0,1,3,6,0
22-23-254,21/1/23,PONFERRADINA,EIBAR,0,1,12,6,5,4,0.48,0.52,406,441,0.78,0.8,14,10,5,3,0,0,3,6,3,6
22-23-255,21/1/23,MALAGA,BURGOS,1,1,8,8,3,1,0.57,0.43,298,210,0.74,0.66,15,12,2,1,0,0,4,2,7,5
22-23-256,21/1/23,GRANADA,IBIZA,2,0,10,16,4,5,0.64,0.36,506,289,0.78,0.65,10,8,3,0,0,0,3,4,2,2
22-23-257,21/1/23,ALAVES,SANTANDER,3,0,19,7,6,3,0.53,0.47,382,349,0.79,0.74,21,11,1,2,1,0,1,1,2,4
22-23-258,22/1/23,LEGANES,LEVANTE,2,2,10,18,4,3,0.4,0.6,305,438,0.73,0.83,11,12,3,3,0,0,5,0,4,5
22-23-259,22/1/23,CARTAGENA,TENERIFE,0,1,7,10,0,4,0.63,0.37,470,286,0.79,0.65,16,18,4,4,0,1,1,3,6,3
22-23-260,22/1/23,GIJON,ZARAGOZA,1,0,11,7,3,2,0.67,0.33,614,298,0.86,0.7,11,11,2,3,0,2,3,0,5,4
22-23-261,22/1/23,HUESCA,OVIEDO,1,1,15,8,5,2,0.64,0.36,481,275,0.83,0.65,12,10,4,3,0,1,0,2,3,5
22-23-262,22/1/23,LUGO,VILLARREALB,1,2,10,19,5,7,0.37,0.63,266,474,0.67,0.81,19,7,3,2,1,0,0,2,1,9
22-23-263,23/1/23,ANDORRA,ALBACETE,0,1,6,6,2,4,0.7,0.3,620,276,0.89,0.71,14,17,4,3,1,0,2,6,6,2
22-23-264,27/1/23,SANTANDER,TENERIFE,1,1,10,10,4,2,0.47,0.53,209,264,0.65,0.56,10,22,4,5,0,0,0,0,7,3
22-23-265,28/1/23,GRANADA,ANDORRA,2,0,11,12,5,3,0.36,0.64,206,462,0.43,0.71,6,11,2,3,0,0,1,4,3,7
22-23-266,28/1/23,OVIEDO,VILLARREALB,0,1,13,3,4,2,0.46,0.54,371,478,0.75,0.79,11,9,2,3,0,0,4,1,11,1
22-23-267,28/1/23,EIBAR,LEGANES,0,0,15,8,6,1,0.61,0.39,557,362,0.85,0.74,12,11,4,3,0,0,2,2,6,4
22-23-268,28/1/23,PALMAS,HUESCA,1,0,16,7,4,2,0.75,0.25,676,222,0.88,0.64,11,16,0,5,0,0,1,3,7,1
22-23-269,29/1/23,MIRANDES,ALAVES,1,3,7,12,3,4,0.59,0.41,499,348,0.81,0.71,12,17,1,1,0,0,3,3,3,7
22-23-270,29/1/23,LEVANTE,BURGOS,1,0,15,9,4,1,0.58,0.42,446,335,0.82,0.77,14,14,3,4,0,0,0,4,3,1
22-23-271,29/1/23,ALBACETE,LUGO,2,0,12,9,2,3,0.64,0.36,476,256,0.82,0.68,13,11,1,0,0,0,5,0,7,7
22-23-272,29/1/23,GIJON,MALAGA,0,0,9,11,2,1,0.55,0.45,402,294,0.62,0.55,9,14,2,2,0,0,3,3,2,5
22-23-273,29/1/23,IBIZA,CARTAGENA,2,2,14,7,6,3,0.42,0.58,295,436,0.69,0.77,15,14,2,3,0,0,3,0,12,5
22-23-274,30/1/23,ZARAGOZA,PONFERRADINA,0,0,9,9,2,1,0.49,0.51,451,464,0.76,0.71,10,8,2,1,0,0,4,1,5,2
22-23-275,3/2/23,MALAGA,OVIEDO,0,1,6,13,2,4,0.59,0.41,339,202,0.69,0.64,11,11,3,2,1,0,0,3,6,5
22-23-276,4/2/23,LEGANES,GIJON,1,0,7,11,3,3,0.36,0.64,263,455,0.69,0.85,17,16,6,3,1,2,1,2,3,5
22-23-277,4/2/23,HUESCA,MIRANDES,1,0,7,9,2,3,0.4,0.6,275,417,0.69,0.76,15,10,1,2,0,0,3,3,7,3
22-23-278,4/2/23,TENERIFE,ALBACETE,1,0,9,9,1,3,0.35,0.65,264,485,0.65,0.82,15,15,6,3,0,0,3,1,6,11
22-23-279,4/2/23,ALAVES,EIBAR,2,0,17,12,4,2,0.52,0.48,377,366,0.7,0.72,14,15,4,4,0,1,4,2,7,3
22-23-280,5/2/23,VILLARREALB,GRANADA,0,2,19,7,5,4,0.59,0.41,521,361,0.81,0.69,14,15,2,1,0,0,3,0,8,1
22-23-281,5/2/23,ANDORRA,ZARAGOZA,0,1,18,10,2,3,0.74,0.26,611,206,0.88,0.66,9,7,1,1,0,0,1,2,10,9
22-23-282,5/2/23,CARTAGENA,LEVANTE,1,2,14,11,2,3,0.59,0.41,419,311,0.84,0.78,15,19,3,5,0,0,3,1,4,1
22-23-283,5/2/23,PONFERRADINA,SANTANDER,1,1,11,16,3,5,0.47,0.53,397,447,0.79,0.79,15,12,2,2,1,0,1,2,3,5
22-23-284,5/2/23,LUGO,IBIZA,0,0,16,7,5,1,0.63,0.37,417,245,0.8,0.64,15,18,2,2,0,0,5,2,6,6
22-23-285,6/2/23,BURGOS,PALMAS,0,0,5,12,2,3,0.36,0.64,214,481,0.68,0.72,20,14,4,3,0,0,4,3,2,0
22-23-286,10/2/23,GRANADA,TENERIFE,2,0,7,9,3,3,0.52,0.48,374,306,0.76,0.74,10,14,2,3,0,0,0,7,2,7
22-23-287,11/2/23,ZARAGOZA,ALAVES,1,4,15,10,7,6,0.62,0.38,421,266,0.77,0.64,17,13,3,3,0,0,0,5,5,5
22-23-288,11/2/23,MIRANDES,VILLARREALB,2,1,23,11,12,3,0.47,0.53,426,479,0.78,0.81,6,6,1,2,0,0,0,4,9,1
22-23-289,11/2/23,LEVANTE,ANDORRA,1,0,9,12,1,2,0.28,0.72,240,655,0.72,0.88,21,9,2,1,0,0,6,2,5,2
22-23-290,11/2/23,PALMAS,LUGO,3,0,23,5,9,1,0.72,0.28,629,246,0.84,0.67,8,5,2,2,0,0,1,2,9,2
22-23-291,12/2/23,ALBACETE,MALAGA,3,2,18,6,6,4,0.64,0.36,388,157,0.82,0.77,17,13,1,3,0,1,5,1,5,5
22-23-292,12/2/23,OVIEDO,BURGOS,0,1,7,10,1,2,0.47,0.53,347,392,0.69,0.73,13,11,3,0,1,0,3,1,3,4
22-23-293,12/2/23,EIBAR,CARTAGENA,0,3,16,11,1,4,0.65,0.35,606,333,0.86,0.71,8,13,3,2,0,0,3,0,5,3
22-23-294,12/2/23,GIJON,HUESCA,1,1,16,3,4,1,0.75,0.25,577,204,0.83,0.55,8,15,0,3,0,1,4,1,9,0
22-23-295,12/2/23,IBIZA,PONFERRADINA,1,1,13,13,5,4,0.31,0.69,246,574,0.69,0.81,13,7,3,4,0,0,2,2,7,6
22-23-296,13/2/23,SANTANDER,LEGANES,2,1,11,12,3,5,0.45,0.55,350,432,0.76,0.83,13,12,2,5,0,1,0,2,7,3
22-23-297,17/2/23,CARTAGENA,OVIEDO,2,1,16,5,8,2,0.6,0.4,494,318,0.82,0.69,22,21,2,2,0,0,1,3,3,3
22-23-298,18/2/23,LUGO,EIBAR,0,2,8,16,1,5,0.54,0.46,364,338,0.76,0.74,7,11,3,2,0,1,4,0,9,6
22-23-299,18/2/23,PONFERRADINA,LEVANTE,0,0,11,8,2,2,0.41,0.59,333,461,0.75,0.83,10,12,5,4,1,0,3,1,3,5
22-23-300,18/2/23,LEGANES,PALMAS,0,0,6,10,3,2,0.25,0.75,212,633,0.63,0.87,10,13,1,4,1,0,2,4,2,4
22-23-301,18/2/23,TENERIFE,MIRANDES,1,0,14,7,1,3,0.46,0.54,365,441,0.75,0.8,20,7,4,2,0,0,1,1,6,4
22-23-302,19/2/23,HUESCA,GRANADA,1,1,8,9,4,2,0.36,0.64,251,446,0.56,0.74,13,15,3,3,0,0,5,4,4,4
22-23-303,19/2/23,ANDORRA,GIJON,1,0,12,12,3,2,0.65,0.35,482,257,0.87,0.79,5,12,0,4,0,0,2,5,7,3
22-23-304,19/2/23,ALAVES,IBIZA,4,2,13,7,7,3,0.43,0.57,273,361,0.69,0.74,10,19,2,3,0,2,1,0,3,2
22-23-305,19/2/23,BURGOS,ALBACETE,1,1,9,9,2,3,0.53,0.47,432,390,0.65,0.65,10,14,2,3,0,0,2,1,4,1
22-23-306,19/2/23,VILLARREALB,SANTANDER,2,1,14,4,3,1,0.6,0.4,544,363,0.87,0.76,12,16,0,3,0,0,1,0,2,0
22-23-307,20/2/23,MALAGA,ZARAGOZA,3,0,10,11,5,4,0.44,0.56,220,332,0.67,0.82,3,15,0,2,0,0,3,3,5,1
22-23-308,24/2/23,EIBAR,VILLARREALB,2,0,13,7,5,3,0.46,0.54,410,481,0.76,0.76,11,10,4,1,0,0,2,0,4,5
22-23-309,25/2/23,ALAVES,CARTAGENA,0,0,14,6,4,1,0.53,0.47,389,355,0.78,0.78,14,15,2,2,0,0,2,3,7,2
22-23-310,25/2/23,SANTANDER,ANDORRA,2,1,8,24,4,7,0.26,0.74,261,726,0.67,0.92,10,10,1,1,1,0,3,1,3,7
22-23-311,25/2/23,GIJON,TENERIFE,1,0,10,13,2,1,0.46,0.54,473,544,0.82,0.84,8,10,3,2,0,0,2,1,7,4
22-23-312,25/2/23,MIRANDES,LEGANES,0,0,4,10,2,5,0.44,0.56,394,488,0.81,0.85,14,13,2,1,0,0,4,1,3,6
22-23-313,26/2/23,IBIZA,HUESCA,2,2,19,8,5,4,0.66,0.34,481,253,0.78,0.59,8,14,2,2,0,0,2,4,7,6
22-23-314,26/2/23,LEVANTE,LUGO,3,1,17,8,6,4,0.71,0.29,528,216,0.82,0.6,18,10,1,0,0,0,0,1,17,3
22-23-315,26/2/23,ZARAGOZA,BURGOS,0,0,15,13,5,2,0.53,0.47,396,380,0.72,0.7,9,9,3,1,0,0,2,1,6,2
22-23-316,26/2/23,PALMAS,PONFERRADINA,2,0,21,1,6,1,0.78,0.22,677,194,0.9,0.59,9,16,1,3,0,1,1,2,8,2
22-23-317,26/2/23,OVIEDO,ALBACETE,1,1,11,9,3,3,0.39,0.61,285,473,0.64,0.77,10,16,3,3,0,0,3,3,5,3
22-23-318,27/2/23,GRANADA,MALAGA,1,0,8,6,3,2,0.61,0.39,401,375,0.83,0.77,8,6,4,1,0,0,3,2,0,1
22-23-319,3/3/23,ANDORRA,PALMAS,0,0,4,16,1,3,0.25,0.75,234,669,0.69,0.9,12,15,3,3,1,0,0,2,2,9
22-23-320,4/3/23,BURGOS,GRANADA,1,3,8,6,4,5,0.52,0.48,269,253,0.75,0.75,18,13,2,3,1,0,1,1,8,2
22-23-321,4/3/23,HUESCA,LEVANTE,3,0,7,21,4,7,0.25,0.75,186,545,0.61,0.83,12,12,2,4,0,0,4,2,3,7
22-23-322,4/3/23,TENERIFE,EIBAR,0,1,14,2,7,2,0.56,0.44,479,390,0.84,0.8,11,11,2,2,0,0,3,2,9,1
22-23-323,4/3/23,MIRANDES,OVIEDO,1,0,11,7,2,3,0.61,0.39,540,340,0.78,0.68,14,12,1,4,0,0,2,1,2,2
22-23-324,5/3/23,LEGANES,IBIZA,0,1,15,10,6,5,0.7,0.3,575,238,0.81,0.62,8,20,1,5,0,0,4,1,4,4
22-23-325,5/3/23,ALBACETE,GIJON,2,1,14,13,9,3,0.35,0.65,310,453,0.76,0.74,16,11,2,2,0,0,10,1,6,3
22-23-326,5/3/23,MALAGA,SANTANDER,0,1,20,14,3,7,0.44,0.56,362,465,0.74,0.75,14,14,1,3,1,0,3,1,5,6
22-23-327,5/3/23,LUGO,ZARAGOZA,0,0,8,8,4,1,0.44,0.56,350,456,0.7,0.75,13,10,2,1,0,0,3,1,4,2
22-23-328,5/3/23,PONFERRADINA,CARTAGENA,0,3,13,6,4,3,0.55,0.45,442,375,0.82,0.8,14,15,1,2,0,0,0,4,6,4
22-23-329,6/3/23,VILLARREALB,ALAVES,1,0,10,10,4,2,0.52,0.48,417,379,0.8,0.78,11,17,2,4,0,0,2,2,3,8
22-23-330,10/3/23,OVIEDO,TENERIFE,0,0,9,7,3,0,0.46,0.54,207,262,0.78,0.79,13,11,3,4,0,0,1,2,8,3
22-23-331,11/3/23,EIBAR,BURGOS,1,0,13,9,7,2,0.58,0.42,548,410,0.81,0.76,7,7,2,2,0,0,1,3,10,2
22-23-332,11/3/23,ALAVES,LUGO,0,0,18,9,6,3,0.62,0.38,411,264,0.79,0.67,13,16,3,3,0,1,5,0,6,5
22-23-333,11/3/23,IBIZA,VILLARREALB,0,0,6,13,1,5,0.35,0.65,264,505,0.67,0.83,20,12,3,1,1,0,1,2,4,8
22-23-334,11/3/23,PALMAS,MALAGA,2,2,14,10,6,6,0.69,0.31,660,298,0.86,0.75,14,18,3,1,0,0,1,6,4,2
22-23-335,12/3/23,ZARAGOZA,LEGANES,3,0,9,10,6,2,0.39,0.61,268,423,0.77,0.86,18,12,3,1,0,0,0,0,6,4
22-23-336,12/3/23,GIJON,MIRANDES,3,4,13,13,5,7,0.68,0.32,520,260,0.85,0.69,18,13,2,0,0,0,1,4,5,5
22-23-337,12/3/23,LEVANTE,ALBACETE,0,0,25,11,5,3,0.65,0.35,455,250,0.85,0.64,16,13,1,3,0,0,2,2,5,5
22-23-338,12/3/23,CARTAGENA,ANDORRA,0,3,20,13,7,6,0.37,0.63,311,570,0.8,0.88,10,10,2,3,0,0,3,0,6,5
22-23-339,12/3/23,GRANADA,PONFERRADINA,2,2,23,10,10,6,0.52,0.48,452,432,0.78,0.82,9,13,2,4,0,0,1,0,9,2
